	id	tweet	offensive_probability	predictions
39	60587	@USER How is she hiding her ugly personality. She is the worst.	0.42012994630212436	NOT
40	70569	......bitch what URL	0.8089775060962453	OFF
41	59200	"#Georgetown Classmate Says #Left Accuser is Absolutely NUTS""  URL ""Judge Kavanaugh""@USER @USER @USER #ABC #CBS #Democrats #Liberals #women #MondayMotivation #MondayMorning #veterans #law #MAGA #GOP #CNN #MSNBC #NBC #Moms #BlackWomen #BET"""	0.18827374325670473	NOT
42	30900	@USER @USER @USER Are you referring to how they lollygag with gun control as their kids get slaughtered in schools?	0.2665005523197067	NOT
43	44546	@USER @USER @USER @USER @USER @USER @USER @USER @USER I’m shocked to learn human traffickers had guns.  Some probably illegal too.  CA needs more gun control.  But don’t worry about the actual crime.  The pic of black guns is worse.	0.11213635530730523	NOT
44	53982	#WELOVESEUNGCHEOL @USER   I am happy and proud of the work you have done to train seventeen along with the other members. I see you and you are wonderful and incredible. I really love u ㅠㅠ 💕. URL	0.047325140552333535	NOT
45	37884	#Chequers is a violation of democracy !!  #StandUp4Brexit  @USER @USER @USER  The will of the people must be respected URL	0.1555145113449312	NOT
46	15079	#Sessions Tells #Chicago: “If You Want More #Shootings, More #Death, Listen To #ACLU, #Antifa, #BlackLivesMatter” URL	0.21371694586334783	NOT
47	51628	#Conservatives @USER - You're  a clown!  URL	0.4043485060739062	NOT
48	30899	*voice in my head while I transfer money to my credit card* “bullshit that I bought and have to pay for”	0.22272989388860887	NOT
49	99680	Levi Strauss has “never been afraid to take an unpopular stand to support a greater good.” '  What about when they shut down all manufacturing in America?  That wasn't even a news story when it happened. Maybe they're right; it wasn't unpopular.  URL	0.15097712121703008	NOT
50	38628	@USER $500,000 for her wedding. Clinton's always know what's best.	0.062262388815890926	NOT
51	40110	#Kids Beating #Paraplegic #Trump #Boy!  #Left Teach Their #Children Hate Violence!  #schools #teachers #Democrats #Liberals #WalkAway #Moms #Mother #NEA #teachthemyoung #Christian #Catholic #Jews #Evangelicals #family #BlackWomen #BlackTwitter #Blacks #News #Media #Disabled #MAGA URL	0.195606074671814	NOT
52	50310	0-9 : B-1, J-1, R-1, B-2, Q-2, B-3, BX-3, B-4, RB-4, Z-4, B-5, Q-5, B-6, H-6, B-7, H-7, UT-7, B-8 (20:59:36)	0.2633217906696335	NOT
53	84101	#AskAlly I only say that I adore you and you are a great person, please take care of yourself always❤️	0.09547497154105476	NOT
54	84876	"#DOJ employee resisters"" r looking up conservatives’ license plates, home addresses, legal details in LexisNexis 2give to Dem Socialists/Antifa-project Veritas.But don't worry, no govt in history has ever made political opponent lists and oppressed them🙄 URL"	0.07526467436073882	NOT
55	57425	#Kelly McParland: Latest floor-crosser is telling truths the Liberals don’t like hearing - URL URL	0.08202693730270638	NOT
56	83262	#GreatAwakening #QAnon #PatriotsUnited #WWG1WGA #AreYouAwake  WHEN YOU ARE AWAKE YOU SEE CLEARLY ❤️🧡💛💚  Check out this video URL URL	0.04909140751133228	NOT
57	46777	#BoycottLevis Since the late 1990s, Levi’s has used its name and resources to attack gun rights. In 1999, the company gave $100,000 to gun control group PAX, followed by a $250,000 donation in 2000 and another $100,000 in 2001. URL	0.06031534029866524	NOT
58	54053	Are you fucking serious?   URL	0.5346285922908053	OFF
59	15998	*gets all the bitches*	0.568091563389654	OFF
60	62945	@USER @USER @USER I got in a pretty deep debate with my friend and she told me that latinos for Trump and blacks for Trump were paid supporters 😂 then I said you mean antifa are paid domestic terrorist and she said No they are  anti-fascist then I said they are the fascist are you kidding me?!	0.13081665235791878	NOT
61	96457	#Antifa: Take note of how to protest with civility.   This is why socialism (aka communism) will never win. It is inherently evil and unsustainable. URL	0.1877307673329539	NOT
62	85977	#gmm #roastmycat hi @USER  this is Fiona. She is about 10 weeks old. She falls asleep in weird places URL	0.06608759598484316	NOT
63	70841	@USER omg is he for real ?!?!!??????) this happened in peru like 40 years ago and the Inti devaluated so fucking much that they had to comoletely change the coin system because our money was worthless i-	0.2296442859462132	NOT
64	46139	#Conservatism101   It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people. URL	0.16098291010364452	NOT
65	99009	#Halloween Sign If You Are Reading This #CreepingUp Behind You Wood Wall Decoration #tmtinsta #cwsigns  URL via @USER	0.09306837002402968	NOT
66	66388	#huniachiweek No matter what you are going through today or in the past few days, your situation is never permanent. God is going to change your life for good. Trust and Believe that He is able to. Please, Read... URL	0.04349766777153407	NOT
67	91217	@USER My only point of contention is this.  He decided to keep this group which has top end talent and also decided to hire hot trash Mike McCoy. Wilks hasn't even been able to get his defense to line up correctly. He is in over his head.	0.14401281110288197	NOT
68	91994	And yet everyone seems to lack it URL	0.16756762029710398	NOT
69	58751	#MAGA   Expect more censorship URL	0.1568262779755398	NOT
70	80947	And apparently I'm committed to going to a new level since I used the key.  Well FUCK.  Curiosity killed the Cat(hy)	0.21854900265518315	NOT
71	99253	#NE need to check out a dentist and find out if she is has a perfect work record? What about a child care facility? Now you can check online for all kinds of licensed professionals and it's free @ URL	0.09542288222291233	NOT
72	40386	@USER @USER @USER @USER Then why aren’t there so many shootings in Virginia?  Jacksonville shooter got his guns IN MARYLAND!! Among the poster children for gun control!  What good did that do?!  You’re full of crap.	0.1921892025668115	NOT
73	58742	#Amnesty_International: US is in violation of international human rights law by not passing stronger #gun_control URL via @USER URL	0.08808128670393342	NOT
74	39752	@USER Well she is Chuck Schumer's cousin or niece or something so she is obviously part of the DNC conspiracy against Nixon. Or part of the Deep State. Or a Zionist plot. Or 'Big comedy'. Or whatever the hell today's conspiracy theory is.	0.10895622190280521	NOT
75	25262	#GodsPraiseroom God keeps you even in the storms that may rock your boat - Let's all submit to His will after all he is the only one who really knows the end from the beginning URL	0.1533082006294724	NOT
76	17703	#Spaldo is my guy.  He is my godson	0.2677627513974186	NOT
77	98916	#ANTIFA are bedfellows with The Democratic Socialists of America (DSA) who #JamesOKeefe has exposed as being inserted throughout government, attempting to bring down #America  #Trump #MAGA🇺🇸 #DeepState  URL	0.15470519764481017	NOT
78	18709	#CNN ruthlessly continues #Fakenews onslot. Where's the honest analysis? Right here!  URL #tcot #CNN #NRA #massshooting #CNNISFAKENEWS #Conservatives #FakeNewsMedia #FakeNews #PBA #FakeNewsCNN	0.10461899463858153	NOT
79	26026	#Brexit Barometer: Labour fails to capitalise as Conservatives fail to please; Kantar: nearly two thirds of the UK believe the government is handling Brexit negotations poorly.  URL	0.06454971135173268	NOT
80	32190	@USER Antifa has TS level influence. It's scary.	0.14265370051817303	NOT
81	27550	@USER I have three accounts. Two quasi-anonymous, and one completely anon. And if twitter ever bans one of the quasi-anon, I'll make two anon accounts and tweet the most insane shit. I will drown twitter in bullshit. If one of those is banned, I'll make even more.	0.1851383734404323	NOT
82	68539	#MAGA Alert : Joe Biden on #Trump Supporters: 'The Dregs Of Society' (VIDEO) URL via @USER	0.09662230059243722	NOT
83	93643	$CERC is now Boyd's #1 stock. And he is the sole holder of the stock among hedge funds we track. URL	0.1771754677064959	NOT
84	99120	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER City of Chicago, Democrat run with some of the strictest gun control in the nation.""  😂 What's your point, #NotThatBright? URL"	0.13589561488606597	NOT
85	24040	#Liberals are so pathetic!  INNOCENT UNTIL PROVEN GUILTY mean much?  #Democrats should look at their own party if they need a rapist to hang!  #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL 🔥 URL	0.2867881953440768	NOT
86	85436	#Trump may be many things, but he is entertaining!!!! Thanks #twitter URL	0.13961669767094975	NOT
87	73516	$10 Million reallocated from FEMA to ICE. This guy gives zero shits about anyone not named Trump. If you’re in the mid Atlantic, get out. Now. URL	0.15490713272600407	NOT
88	88905	#FortniteBattleRoyale #XboxShare @USER   Please ban this cheating scum.  he is literally invisible URL	0.2652007822271296	NOT
89	52955	#I once read about the man who invented bulbs, he saw failure differently, it was 5000 new wayz of doing it differently..Now he is a genius#	0.1345055565280845	NOT
90	33452	#2AUnfettered Repeal all gun control laws. If the government can use it then the people should be able to as well. URL	0.0986122713439731	NOT
91	13276	.. Good thing it was responsible US Marines..  I’m pretty sure a group of Antifa members wouldn’t be running that fast in that direction to help anyone let alone elder seniors..  Thank you @USER ..  We salute You❗️  @USER @USER  @USER URL	0.04573297283434586	NOT
92	26462	#FordTheatre  Right on Cue, a GoFundMe acct has been set up for this person, the new #Liberals  mode of bribery and payoffs! @USER  Really should  investigate these GoFundMe as a  New outlet for  slush funds! #Comey, #McCabe, #Strzok	0.2232130903846765	NOT
93	94339	#Christian If Twitter and Facebook can silence conservatives, Christians we are next. Once censored, the darkness takes over. Help us grow in by living your faith aloud. Where we go one we go all. Prayer warriors, please help us grow this movement. URL	0.03104674296280015	NOT
94	23786	6ix9ine aus den speakern, fick deine political correctness	0.30683169221803375	NOT
95	27371	#fall #fashion #trending #coats #colors URL We have What You are looking for! #airdrie #calgary #lethbridge #toronto #vancouver #princegeorge URL	0.12527327862060905	NOT
96	88670	#republicans put WALLin budget..you are going to loose Pres.Trump followers. He is why U R there, so support him URL	0.15576850391212885	NOT
97	54391	#gmm #roastmycat hi @USER  this is Fiona. She is about 10 weeks old. She falls asleep in weird places URL	0.06608759598484316	NOT
98	42112	#SesameStreet #BertandErnie the conversation about this is so unattractive. The creator says he didn't create a character gay and he is being attacked.	0.3378602939740234	NOT
99	37740	#SerenaWilliams is so full of herself...she is just as painful to watch as to listen to...	0.2820173227929692	NOT
100	72405	#ColinKapernaeck has done nothing but sit on his ass and complain. It’s time black people and die hard white liberals, who think they are down with the cause aka @USER to wake the heck up or STFU! Colin is not a Civil Rights hero or martyr. No where near it.	0.18837505349306025	NOT
101	20780	#DanganronpaV3 ... here he is, claiming to be the mastermind, yet I still don’t believe him. I don’t think he’s the mastermind. There is evidence that suggests he is, but then there’s evidence that suggests he’s not...	0.11858852313263286	NOT
102	38820	#MonbebeSelcaDay she is beautiful URL	0.07446682487315356	NOT
103	82913	#LockHimUpNow #MAGA #QAnon @USER best President ever URL	0.0965263800218667	NOT
104	97383	@USER #GoodbyeNFL 👋 It was great before your players became Marxists! I’ll keep nixing any sports league that displays such support of the BS ‘oppression’ narrative. #GoodbyeNIKE	0.17292791184561693	NOT
105	21397	#Liberals #Left #Democrats #Resist #Resistance #Antifa #BlueWave #BlueWave2018 It's 👌 to #WalkAway 👍😆 🇺🇸 🇺🇸 🇺🇸 #MAGA 🇺🇸 🇺🇸 🇺🇸   URL	0.09435128045061779	NOT
106	51738	#EmailMarketing #sales I will teach you how to create your own exclusive, online 'traffic economy' so you are never short of leads and sales again URL URL	0.09935654251057847	NOT
107	47445	. JEFF SESSIONS: ‘LISTEN TO THE ACLU, ANTIFA, BLACK LIVES MATTER’ IF YOU WANT MORE CHICAGO SHOOTINGS  . URL	0.15714920548774267	NOT
108	27158	Amazon will ship live Christmas trees to your door — but will they stay and put on the damn lights? URL	0.2471274660353017	NOT
109	26382	@USER How sweet! Congratulations. Once he is house broken it will get better	0.05203279112876622	NOT
110	17183	@USER I BET she is a lot safer when she has sex now tho ? Or she wouldn’t have just one but a few kids . Why cant moms get dicked down too ?	0.17472772277731843	NOT
111	10595	#i2 This speaks for itself (NSFW) URL	0.23421026999613082	NOT
112	49481	#JameyComey has been so silent these last few weeks, because he knows he's going to be indicted. 13:35  #FBI #DOJ  #Strzok #Page #TextMessages  #QAnon  #PatriotsFight  ty .@USER  #MAGA  URL	0.1266409318397572	NOT
113	37949	#SupernaturalTNT #TheManWhoWouldBeKing OMG!  @USER You are amazing! @USER Crowley and Cas are always great together and I miss it!	0.10410183380424216	NOT
114	96729	*Available for Adoption* Lincoln County, NC Roger #A001257 SEX: MALE/NEUTERED  AGE: 13 weeks old INTAKE: 08/28/18 URL	0.17094965287395747	NOT
115	42325	#Conservatives Govt ' @USER made my life hell': whistleblowers say they were threatened by regulator; I thought this Govt promised to protect whistleblowers?  URL	0.10920533010898606	NOT
116	21748	Apple live keynote #AppleEvents   URL	0.25739990152166164	NOT
117	24316	@USER #Zuckerberg lies.	0.31693796958791	NOT
118	19516	#lilduval “When you know u ain’t going to work tomorrow” #HappyFriday #SmileBitch #LivingMyBestLife❤ #HittemWithDaShoulders URL	0.1900473931094916	NOT
119	79383	#AntifaHorst - whuuuuut?! 😂  #antifa #maassen #seehofer URL	0.2253170995340688	NOT
120	64857	#NoteToMyStalker n his empire: Trust me, if my penance of a life n career are true, Nature will leave no stone unturned in getting you.  You will be left with nothing.  Every one of you.  No matter how powerful you are.	0.09022022429734299	NOT
121	89936	#FreeLeahShaibu  Negotiate her release! She is someone's daughter! ! @USER @USER	0.3230214047590094	NOT
122	90362	#SerenaWilliams Serena was caught cheating with her coach but because it's collaborative she thinks she is not a thief. In her mind the real thief is the umpire who spotted what was going on and called it out. It's like a couple of bank robbers blaming a guard for calling police	0.20329809158854353	NOT
123	75620	#Antifa ........  Retweet if you can’t stop watching this...   URL	0.10583249504997015	NOT
124	24907	#100NotOut Thank You for following!!  🔷 #Leicester 🔹@USER #VoteForChange #LocalElections2019 🔹 #VoteTory #VoteConservative 🔷 #CutCrime #CutRedTape #CutTaxes #CutGrass 🇬🇧#BetterServicesLowerTaxes 🇬🇧🔵	0.09634226918554077	NOT
125	26259	#ThingsYouShouldNeverAssume when someone says she/he is okay or smile, maybe he/she doesn't wanna worry you.	0.0921278436084595	NOT
126	76095	#Repost @USER with get_repost ・・・ Those who love you are not fooled by mistakes you have made, or by dark images you hold about yourself. They remember your beauty when you feel… URL	0.10597166752314466	NOT
127	11557	#1 Nick Gehlfuss stan just watched Friends! and she is not going to stop #tvtime URL	0.22304679015435497	NOT
128	51963	#SEO #Tips: You are the master of your own fate online, so be wise and don't expect pity. If you screw up, nobody else is to blame.	0.21640664453314057	NOT
129	15180	#FortniteBattleRoyale #XboxShare @USER   Please ban this cheating scum.  he is literally invisible URL	0.2652007822271296	NOT
130	58026	#MAGA #Qanon #GreatAwakening #inners #WWG1WGA #NowComesThePain #WalkAway #GoodbyeDemocrats   Ellison Accuser Says She's Been Sidelined By Her Own Party URL	0.09283515204078392	NOT
131	26432	#Truth I will show you how to build your own personal, online 'traffic economy' so you are never in short supply of qualified prospects and sales again URL URL	0.10145942901201523	NOT
132	76565	@USER Gun control? I'm wondering who was in control of all those bodies that got suicided because of you. You need to be controlled.  24/7/365 #GITMO THE PAIN IS COMING. #MAGA #QAnon #Benghazi  Hope they televise your demise.	0.16138652005382595	NOT
133	91588	#Antifa has a new cause URL	0.10309373539256282	NOT
134	58033	#Balkan Conservatives Unite at #Family Congress in #Moldova URL	0.11640441550245412	NOT
135	81352	#BoycottNFL .@USER You are dead to me. @USER @USER URL	0.2428540263072911	NOT
136	33133	@USER #WalkAwayFromAllDemocrats  Michelle was there 8 years and we sure don't need any more bad advice from her now. We have a new Sheriff in Town, who's  #MAGA.  Get out and VOTE - ALL COLORS, ALL GENDERS (AKA) ALL AMERICANS!!! URL	0.08142384991903324	NOT
137	96661	#ConstitutionDay Enforce U.S #Immigration laws Not One Set of laws for Illegal Aliens and one Set of laws for Citizens !  #Trump #MAGA #RedNationRising  #NoDACA URL	0.08326900088995565	NOT
138	91036	#BlaseyFord It’s so comical that liberals always want it both ways first women need to be treated as equals but when it comes to Ford testifying they say it’s unfair to have more men asking her questions. Which is it Dems are women equal or should we receive special treatment?	0.06485919871030067	NOT
139	56581	#2A GUN CONTROL KILLS PEOPLE, THIS IS WHY WE NEED CONCEALED CARRY URL	0.24543230925950701	NOT
140	22882	#Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction URL	0.09644860888743138	NOT
141	66377	#FollowTheWhiteRabbit #QAnon #GreatAwakening #SpyGate #WalkAway QAnon #QArmy #MAGA #Google #MAGA Poland #FISADeclassification #DearProfessorFord URL  Dem US Senator Corey Booker molesting a 15 year old in the 80's surfaces URL	0.059407209690693574	NOT
142	40842	@USER  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!!	0.23738110389607422	NOT
143	73612	@USER #Holder needed to be impeached	0.2245000629637186	NOT
144	45709	#WeAreBRONCOS This little guy loves the Broncos!!!! He is one of their biggest fan!!! #beon9 @USER URL	0.13702838817013685	NOT
145	21338	#BBCNews - Cleverly: There have been no cuts to the #NHS James Cleverly on #Conservatives and coalition health spending URL	0.06690313634096304	NOT
146	15630	2011 me was cute as hell and I love that 2015 me looks like an Antifa protestor (when really I was freezing cold in the Hunter). And I need to dye my hair again OMG I loved being a redhead. URL	0.05689293712754767	NOT
147	15815	#BelieveAllWomen just when I think things can't get dumber.. this happens.. liberals probably don't realize this because they are children but this isn't equality. How about we treat women an men the same.. pretty sure that'll have better results for culture	0.13325525930102167	NOT
148	53858	"#Today The two most important days in your life are the day you are born and the day you find out why."" Mark Twain"""	0.08821230878640338	NOT
149	89606	#TheLadyBam has spoken! ❤ She is simply the BEST! 🙏🏼 #SpreadMaryLove 👠💃 #Onward URL	0.19419842703775764	NOT
150	30942	#media #credentials If you are POC and had a problem with @USER  please send DM me do not like this tweet	0.16797307803241784	NOT
151	56973	#ALERT   A win for the Progressive Conservatives.   The Ontario Court of Appeal has granted a stay of #Bill5,  which is to cut the number of Toronto city councillors from 47 to 25.	0.0869107054797051	NOT
152	24049	#SierraBurgessIsALoser  She is me when my phone dings 😂	0.28057293399446415	NOT
153	79204	@USER #metoo are all racist!	0.3763306317984862	NOT
154	46229	#GOP still acting like the wimps they are.. What!? they haven’t yet realized that Liberals will hate them regardless of their sentiments.. Either Republicans are just too stupid to get out of their own way or they’re just tilted to far left.. #ConfirmKavanaughNow	0.19339711300584717	NOT
155	93101	#SerenaWilliams is NOT the first mother to be on the women's tour.  She is embarrassingly entitled and a bully.  Yes, that is Kim Clijsters winning a Major a year after having a baby.   @USER @USER @USER URL	0.14392464623254858	NOT
156	42196	"#TheArchers I want to be brilliant at Karate so I can kick the shit out of everyone"""""	0.38903455351196864	NOT
157	38084	5. FED Agency - Hijaked with info on FED Agency by extremist group secretly funded - Antifa,BLM,Soros,CIA	0.2894408453512444	NOT
158	67973	#BaldwinFundraises at K Street Firm Working Pro-Bono for Gun Control Lobby #law #TammyBaldwin #fundraiser... URL URL	0.11343428966477363	NOT
159	72071	#AafiaSiddiqui is a convicted #terrorist but she is widely hailed as the Daughter of #Pakistan. URL	0.2571821490892253	NOT
160	34669	#DregsOfSociety  ??? #Deplorables   Liberals usually dehumanize those they want to exterminate later URL	0.1889921868191281	NOT
161	66054	#ALDUBLoveAndBeyond when you rise in life, your friends know who you are, when you fall down, you know who your friends are..	0.0693680024002212	NOT
162	15607	#Gemini woman: if she cannot change her scene, then she is liable to change the cast.	0.17607021626093952	NOT
163	13959	#WCE To my favorite girl! Hope your day is as awesome as you are! URL	0.06420785675662288	NOT
164	34575	#EmmyAwards2018 - Ratings tank as expected.  Who can possibly stand to watch so many liberals in one place at one time.	0.107888626785477	NOT
165	27546	@USER 'Cult like' caps.  Hmm where else do we see cult like caps #MAGA  🤯🤯	0.15145826113735436	NOT
166	69203	#Eagles are setting up a workout with Jeremy Maclin according to @USER It can't be this week though because he is still hurting.	0.17447394572834435	NOT
167	86385	"@USER Let's just be friends and have a civil discussion.""  So it's totally fine if he is told to his face that his life is sinful. But criticize him ever so lightly and that is not civil anymore, which deserves a block!"""	0.18987289755488862	NOT
168	20357	@USER #Gutierrez has always been nothing more than a #racebaiter	0.2597677945953296	NOT
169	83011	#DISARMTHEM #ANTIFA  Give Jack here a participation trophy! URL	0.22323919923385432	NOT
170	80059	#CognitiveDissonanceChallenge2018  This one will be painful for conservatives. Proceed with caution. URL	0.22565829401786927	NOT
171	52104	#Chequers crashes and burns in #Strasbourg along with #May's hopes of clinging to power...…..her support ebbing away in the @USER Party, in #Parliament and in the Country.  It is time for her to load the Webley.....	0.25456158893785774	NOT
172	29531	#John_Fund: Kavanaugh and Ford controversy – It's 1991 all over again and even some honest liberals are upset URL via @USER URL	0.10354923530764482	NOT
173	52445	#Elitist #Actors #NBC #Liberals of #Dems in #Hollywood at the #Emmy Awards a 'toothless' #NBC self-promotion onslaught peppered with #MeToo cracks but it was planned, staged and okay because they are #Democrats #Socialist #Liberals of the #Left #WALKAWAY ! URL	0.10731460018586912	NOT
174	12746	@USER Kellerman knows only 1 thing more then the average man Boxing! He is a Brady hater. I will say Rodgers is maybe a better thrower ie. Dan Marino but a better QB then Brady. Jut look at his playoff record.	0.12239756226929559	NOT
175	10991	#DrFord  #DearProfessorFord  Is a FRAUD Female @USER group paid for and organized by #GeorgeSoros URL	0.2779933300678075	NOT
176	63725	#Osaka says the crowd was noisy and i really didn't c what was going on. i had to focus cuz she is such a great champ and was confused when the score went to 5-3.	0.1292643823312291	NOT
177	57135	#BlueWave #DumpTrump …give my love 2, or cooperate/compromise w/, conservatives/Trump supporters who constantly vilify marginalized groups, who constantly attack women’s rights 2 make choices about their own bodies,…	0.17940882463745347	NOT
178	11284	.@USER takes the season opener on Saturday. Highlights: URL	0.21514632487902502	NOT
179	57107	@USER @USER @USER Ummmm fascism actually started with Mussolini in Italy and Antifa is not a part of Anonymous. Anonymous does not censor like Antifa. They are not related as Anonymous is anti censorship URL	0.09678291459178587	NOT
180	72369	#NightMayor 's DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshi’s communist vape shop!	0.3025645169727369	NOT
